,Ticker,CIK,Name,SIC,Year_end
5590,XTEG,1472468,"XT Energy Group, Inc. ",3621,0731
5591,DWNX,927719,DELHI BANK CORP ,6021,1231
5592,DCTH,872912,"DELCATH SYSTEMS, INC. ",3841,1231
5593,MBOT,883975,Microbot Medical Inc. ,2836,1231
5594,MGYR,1337068,"Magyar Bancorp, Inc. ",6035,0930
5595,EMMA,822370,"Emmaus Life Sciences, Inc. ",2834,1231
5596,TEUM,1084384,PARETEUM Corp ,7373,1231
5597,RKFL,823546,"ROCKETFUEL BLOCKCHAIN, INC. ",7372,0331
5598,IGC,1326205,"India Globalization Capital, Inc. ",5065,0331
5599,KMPH,1434647,"KEMPHARM, INC ",2834,1231
5600,AVHOQ,1575969,Avianca Holdings S.A. ,4512,1231
5601,MBRX,1659617,"Moleculin Biotech, Inc. ",2834,1231
5602,ATNF,1690080,180 Life Sciences Corp. ,2834,1231
5603,CBKM,1006830,CONSUMERS BANCORP INC /OH/ ,6021,0630
5604,DSWL,946936,DESWELL INDUSTRIES INC ,3089,0331
5605,BLRX,1498403,BioLineRx Ltd. ,2834,1231
5606,GRCY,1768910,GLAZER PAUL J ,NaN,NaN
5607,CTXR,1506251,"Citius Pharmaceuticals, Inc. ",2834,0930
5608,NINE,1532286,"Nine Energy Service, Inc. ",1389,1231
5609,RNWK,1046327,AMH Equity LLC ,NaN,1231
5610,AREC,1590715,American Resources Corp ,7600,1231
5611,MRMD,1522767,MARIMED INC. ,7374,1231
5612,BKRRF,1699906,BLACKROCK GOLD CORP. ,NaN,1231
5613,ANIX,715446,Anixa Biosciences Inc ,2834,1031
5614,ADXN,1574232,Addex Therapeutics Ltd. ,2834,NaN
5615,PIXY,1675634,"ShiftPixy, Inc. ",7361,0831
5616,VTGN,1411685,"VistaGen Therapeutics, Inc. ",2834,0331
5617,ICGL,1598924,"Image Chain Group Limited, Inc. ",2860,1231
5618,ASRV,707605,AMERISERV FINANCIAL INC /PA/ ,6021,1231
5619,SSKN,1051514,"STRATA Skin Sciences, Inc. ",3841,1231
5620,ALNA,1624658,"Allena Pharmaceuticals, Inc. ",2836,1231
5621,AMBO,1494558,Ambow Education Holding Ltd. ,8200,1231
5622,FUSB,717806,FIRST US BANCSHARES INC ,6022,1231
5623,NXN,885731,NUVEEN NEW YORK SELECT TAX -FREE INCOME PORTFOLIO ,NaN,0331
5624,NCB,1454979,NUVEEN CALIFORNIA MUNICIPAL VALUE FUND INC ,NaN,0228
5625,CCNC,1641398,Code Chain New Continent Ltd ,5050,1231
5626,PW,1532619,Power REIT ,6798,1231
5627,TESS,927355,TESSCO TECHNOLOGIES INC ,5065,0328
5628,SMWPY,1455634,BANK OF NEW YORK / ADR DIVISION ,8880,NaN
5629,MACK,1274792,MERRIMACK PHARMACEUTICALS INC ,2834,1231
5630,OCGN,1372299,"Ocugen, Inc. ",2836,1231
5631,VERB,1566610,"Verb Technology Company, Inc. ",7200,1231
5632,BOTJ,1275101,BANK OF THE JAMES FINANCIAL GROUP INC ,6022,1231
5633,VYST,1308027,Vystar Corp ,3060,1231
5634,AIHS,1711012,Senmiao Technology Ltd ,6199,0331
5635,ALAC,1748621,Alberton Acquisition Corp ,6770,1231
5636,DARE,1401914,"Dare Bioscience, Inc. ",2834,1231
5637,SEED,1321851,Origin Agritech LTD ,0100,0930
5638,ZSAN,1587221,Zosano Pharma Corp ,2834,1231
5639,RSKIA,84112,"GEORGE RISK INDUSTRIES, INC. ",3669,0430
5640,PMHG,1586454,Prime Meridian Holding Co ,6022,1231
5641,MHPC,1277998,MANUFACTURED HOUSING PROPERTIES INC. ,6500,1231
5642,SOS,1346610,SOS Ltd ,6199,1231
5643,OAS,1486159,Oasis Petroleum Inc. ,1311,1231
5644,FRSX,1691221,Foresight Autonomous Holdings Ltd. ,7372,1231
5645,GBBT,1647705,"Global Boatworks Holdings, Inc. ",3730,1231
5646,HDSN,925528,HUDSON TECHNOLOGIES INC /NY ,5080,1231
5647,ONTX,1130598,"Onconova Therapeutics, Inc. ",2834,1231
5648,RNGR,1699039,"Ranger Energy Services, Inc. ",1389,1231
5649,REI,1384195,KUKES SIMON G ,NaN,NaN
5650,CBMB,1742089,"CBM BANCORP, INC. ",6035,1231
5651,MOHO,1763197,ECMOHO Ltd ,5961,1231
5652,IOR,949961,INCOME OPPORTUNITY REALTY INVESTORS INC /TX/ ,6798,1231
5653,CIF,833021,MFS INTERMEDIATE HIGH INCOME FUND ,NaN,1130
5654,HAPP,1751876,Happiness Biotech Group Ltd ,2833,0331
5655,OPTT,1378140,"Ocean Power Technologies, Inc. ",4911,0430
5656,HPR,1725526,HighPoint Resources Corp ,1311,1231
5657,ZNRG,1568875,"Znergy, Inc. ",3640,1231
5658,STRM,1008586,STREAMLINE HEALTH SOLUTIONS INC. ,7373,0131
5659,LGHL,1806524,Lion Group Holding Ltd ,6211,1231
5660,CLGN,1631487,CollPlant Biotechnologies Ltd ,3842,1231
5661,RIVU,1079282,"Rivulet Media, Inc. ",7389,0731
5662,SMHI,1690334,SEACOR Marine Holdings Inc. ,4412,1231
5663,SGB,315849,SOUTHWEST GEORGIA FINANCIAL CORP ,6022,1231
5664,UGHL,1621199,UNION BRIDGE HOLDINGS LTD. ,5013,1231
5665,PCSA,1533743,"Processa Pharmaceuticals, Inc. ",2834,1231
5666,GTEC,1735041,Greenland Technologies Holding Corp. ,3560,1231
5667,EDSA,1540159,"Edesa Biotech, Inc. ",2834,1231
5668,DIT,928465,AMCON DISTRIBUTING CO ,5141,0930
5669,PRED,1382943,"PREDICTIVE TECHNOLOGY GROUP, INC. ",2834,0630
5670,REED,1140215,"REED'S, INC. ",2086,1231
5671,GVXXF,1490596,GoviEx Uranium Inc. ,NaN,1231
5672,BFGX,1741257,"BANGFU TECHNOLOGY GROUP CO., LTD. ",7372,0630
5673,CDELF,1611831,CANDELARIA MINING CORP. ,NaN,0430
5674,CRT,881787,CROSS TIMBERS ROYALTY TRUST ,6792,1231
5675,CNIG,1582244,Corning Natural Gas Holding Corp ,4923,0930
5676,PNPL,1654672,"PINEAPPLE, INC. ",8742,1231
5677,NWPP,1163389,NEW PEOPLES BANKSHARES INC ,6022,1231
5678,CLPS,1724542,CLPS Inc ,7372,0630
5679,SRAX,1538217,"SRAX, Inc. ",7311,1231
5680,CVSI,1510964,"CV Sciences, Inc. ",2834,1231
5681,TUESQ,878726,TUESDAY MORNING CORP/DE ,5331,0630
5682,SEOVF,1491434,SERNOVA CORP. ,NaN,1031
5683,NETE,1499961,"Net Element, Inc. ",7374,1231
5684,FGB,1392994,FIRST TRUST SPECIALTY FINANCE & FINANCIAL OPPORTUNITIES FUND ,NaN,1130
5685,FLWPF,1752524,Flowr Corp ,2833,1231
5686,MNDO,1119083,MIND CTI LTD ,7371,1231
5687,FWP,1604924,Forward Pharma A/S ,2834,1231
5688,INPX,1529113,INPIXON ,7371,1231
5689,MAYS,54187,MAYS J W INC ,6512,0731
5690,REPH,1588972,"Recro Pharma, Inc. ",2834,1231
5691,BCOW,1751692,"1895 Bancorp of Wisconsin, Inc. ",6036,1231
5692,GROW,754811,U S GLOBAL INVESTORS INC ,6282,0630
5693,SRTS,1494891,"Sensus Healthcare, Inc. ",3841,1231
5694,GIFI,1031623,GULF ISLAND FABRICATION INC ,3440,1231
5695,IRL,858707,NEW IRELAND FUND INC ,NaN,1031
5696,LGL,61004,LGL GROUP INC ,3679,1231
5697,PGTK,1553404,Pacific Green Technologies Inc. ,4955,0331
5698,CHNR,793628,CHINA NATURAL RESOURCES INC ,1040,1231
5699,GURE,885462,"GULF RESOURCES, INC. ",2800,1231
5700,BYFC,1001171,BROADWAY FINANCIAL CORP \DE\ ,6035,1231
5701,ZDGE,1667313,"Zedge, Inc. ",7372,0731
5702,PEI,77281,PENNSYLVANIA REAL ESTATE INVESTMENT TRUST ,6798,1231
5703,ESP,33533,ESPEY MFG & ELECTRONICS CORP ,3679,0630
5704,MTLQU,40730,Motors Liquidation Co ,3711,0331
5705,HFBL,1500375,"Home Federal Bancorp, Inc. of Louisiana ",6035,0630
5706,BRQS,1650575,"Borqs Technologies, Inc. ",7373,1231
5707,PLXP,1497504,PLx Pharma Inc. ,2834,1231
5708,LOAN,1080340,"MANHATTAN BRIDGE CAPITAL, INC ",6798,1231
5709,VBFC,1290476,Village Bank & Trust Financial Corp. ,6022,1231
5710,HWCC,1356949,Houston Wire & Cable CO ,5063,1231
5711,SZSMF,1548536,Santacruz Silver Mining Ltd. ,NaN,1231
5712,ALJJ,1438731,ALJ REGIONAL HOLDINGS INC ,7389,0930
5713,TPHS,724742,Trinity Place Holdings Inc. ,6512,1231
5714,CEN,1576340,CENTER COAST BROOKFIELD MLP & ENERGY INFRASTRUCTURE FUND ,NaN,0930
5715,KANP,1230058,KAANAPALI LAND LLC ,6552,1231
5716,ANDA,1691936,Andina Acquisition Corp. III ,6770,1231
5717,JGLDF,1686000,Japan Gold Corp. ,NaN,1231
5718,WLMS,1136294,Williams Industrial Services Group Inc. ,1600,1231
5719,YGMZ,1782037,MingZhu Logistics Holdings Ltd ,4700,1231
5720,XTGRF,1288770,XTRA-GOLD RESOURCES CORP ,1000,1231
5721,TOPS,1296484,TOP SHIPS INC. ,4412,NaN
5722,RFIL,740664,R F INDUSTRIES LTD ,3678,1031
5723,PDSB,1472091,PDS Biotechnology Corp ,2834,1231
5724,SIGY,1642159,"Sigyn Therapeutics, Inc. ",5944,1231
5725,NCSM,1692427,"NCS Multistage Holdings, Inc. ",1389,1231
5726,LYL,1682241,Dragon Victory International Ltd ,6799,NaN
5727,STCN,914712,"Steel Connect, Inc. ",7389,0731
5728,ZCMD,1785566,Zhongchao Inc. ,8200,1231
5729,AMTX,738214,"AEMETIS, INC ",2860,1231
5730,MSVB,1734875,SEIDMAN LAWRENCE B ,NaN,NaN
5731,AXR,6207,AMREP CORP. ,2721,0430
5732,SRV,1400897,CUSHING MLP & INFRASTRUCTURE TOTAL RETURN FUND ,NaN,1130
5733,PCF,810943,HIGH INCOME SECURITIES FUND ,NaN,0831
5734,SHRG,1644488,SHARING SERVICES GLOBAL Corp ,7374,0430
5735,BBGI,1099160,BEASLEY BROADCAST GROUP INC ,4832,1231
5736,CPIX,1087294,CUMBERLAND PHARMACEUTICALS INC ,2834,1231
5737,WWIN,1657045,"AllyMe Group, Inc./NV ",8742,1231
5738,VCNX,1205922,"VACCINEX, INC. ",2834,1231
5739,AAME,8177,ATLANTIC AMERICAN CORP ,6311,1231
5740,BBQ,1021270,"BBQ HOLDINGS, INC. ",5812,0103
5741,UEXCF,1289028,UEX CORP ,NaN,1231
5742,KNWN,1074828,"KNOW LABS, INC. ",3829,0930
5743,PPIH,914122,"Perma-Pipe International Holdings, Inc. ",3564,0131
5744,TRXC,876378,"TRANSENTERIX, INC. ",3841,1231
5745,PMTS,1641614,CPI Card Group Inc. ,6153,1231
5746,DFFN,1053691,Diffusion Pharmaceuticals Inc. ,2834,1231
5747,SEEL,1017491,"SEELOS THERAPEUTICS, INC. ",2834,1231
5748,ALRN,1420565,AILERON THERAPEUTICS INC ,2834,1231
5749,MLLLF,1714562,"Engine Media Holdings, Inc. ",7900,0831
5750,FRD,39092,FRIEDMAN INDUSTRIES INC ,3310,0331
5751,GENE,1166272,GENETIC TECHNOLOGIES LTD ,2836,NaN
5752,BTTR,1471727,Better Choice Co Inc. ,2080,1231
5753,ELRE,1438461,Yinfu Gold Corp. ,1090,0331
5754,IBTN,1379329,InsCorp Inc ,NaN,NaN
5755,SCYYF,1408146,SCANDIUM INTERNATIONAL MINING CORP. ,1000,1231
5756,ICCH,1681903,"ICC Holdings, Inc. ",6331,1231
5757,PFMT,1550695,Performant Financial Corp ,7380,NaN
5758,HCBC,1044676,HIGH COUNTRY BANCORP INC ,6035,0630
5759,HOFV,1708176,"SABBY MANAGEMENT, LLC ",NaN,1231
5760,DWSN,799165,DAWSON GEOPHYSICAL CO ,1382,1231
5761,DTSS,1631282,DATASEA INC. ,7372,0630
5762,SMID,924719,SMITH MIDLAND CORP ,3272,1231
5763,BWL-A,13573,BOWL AMERICA INC ,7900,0627
5764,EMGCQ,1494448,"EMERGENT CAPITAL, INC. ",6311,1130
5765,JCS,22701,COMMUNICATIONS SYSTEMS INC ,3661,1231
5766,ICCC,811641,IMMUCELL CORP /DE/ ,2835,1231
5767,GGROU,1489874,Golden Growers Cooperative ,0700,1231
5768,MFV,856128,MFS SPECIAL VALUE TRUST ,NaN,1031
5769,TATT,808439,TAT TECHNOLOGIES LTD ,3724,1231
5770,NCRA,1756180,"NOCERA, INC. ",6770,1231
5771,TOTA,1731176,Tottenham Acquisition I Ltd ,6770,NaN
5772,OCUP,1228627,"Ocuphire Pharma, Inc. ",2834,1231
5773,ASRT,1808665,"Assertio Holdings, Inc. ",2834,1231
5774,ATHE,1131343,ALTERITY THERAPEUTICS LTD ,2834,0630
5775,CNCG,1005101,CONCIERGE TECHNOLOGIES INC ,7389,0630
5776,SINT,1269026,"Sintx Technologies, Inc. ",3841,1231
5777,MCEP,1527709,"Mid-Con Energy Partners, LP ",1311,1231
5778,BSFC,1730773,Blue Star Foods Corp. ,2092,1231
5779,CYDVF,1394039,CYPRESS DEVELOPMENT CORP ,NaN,1231
5780,PTBS,925173,POTOMAC BANCSHARES INC ,6022,1231
5781,CRKN,1761696,Crown Electrokinetics Corp. ,3679,0331
5782,MDJH,1741534,MDJM LTD ,6531,1231
5783,ATMO,1679426,"AMERICATOWNE HOLDINGS, INC. ",7389,1231
5784,FEDU,1709819,Four Seasons Education ,8200,0228
5785,HX,1702318,Hexindai Inc. ,6172,0331
5786,IMRN,1660046,Immuron Ltd ,2834,0630
5787,NJMC,1030192,NEW JERSEY MINING CO ,1040,1231
5788,SLNG,1043186,"Stabilis Solutions, Inc. ",4924,1231
5789,ODII,1781405,"Odyssey Semiconductor Technologies, Inc. ",3674,1231
5790,PFIE,1289636,PROFIRE ENERGY INC ,3533,1231
5791,OPGN,1293818,OPGEN INC ,8071,1231
5792,CBLI,1318641,CLEVELAND BIOLABS INC ,8731,1231
5793,OTEL,1288359,OTELCO INC. ,4813,1231
5794,FBVA,1596123,"Farmers Bankshares, Inc. ",NaN,1231
5795,KNIT,1696195,KINETIC GROUP INC. ,7310,0930
5796,CLHRF,813639,Nomad Royalty Co Ltd. ,1040,1231
5797,EKSO,1549084,"EKSO BIONICS HOLDINGS, INC. ",3569,1231
5798,USIO,1088034,"Usio, Inc. ",6099,1231
5799,UFAB,1617669,"Unique Fabricating, Inc. ",3714,1231
5800,CDOR,929545,"CONDOR HOSPITALITY TRUST, INC. ",6798,1231
5801,NNVC,1379006,"NANOVIRICIDES, INC. ",8731,0630
5802,FMO,1305197,FIDUCIARY/CLAYMORE ENERGY INFRASTRUCTURE FUND ,NaN,1130
5803,CCLP,1449488,CSI Compressco LP ,1389,1231
5804,CJJD,1413263,"CHINA JO-JO DRUGSTORES, INC. ",5912,0331
5805,AIRI,1009891,AIR INDUSTRIES GROUP ,3728,1231
5806,MEDS,1382574,"TRXADE GROUP, INC. ",5122,1231
5807,JILL,1687932,"J.Jill, Inc. ",2330,0201
5808,APDN,744452,APPLIED DNA SCIENCES INC ,7380,0930
5809,OSS,1394056,"ONE STOP SYSTEMS, INC. ",3571,1231
5810,TPCS,1328792,TECHPRECISION CORP ,3440,0331
5811,PRPO,1043961,"Precipio, Inc. ",3826,1231
5812,AEHR,1040470,AEHR TEST SYSTEMS ,3825,0531
5813,SONM,1178697,SONIM TECHNOLOGIES INC ,3661,1231
5814,ADMP,887247,Adamis Pharmaceuticals Corp ,2834,1231
5815,AVEPY,1446189,Aveng Ltd ,NaN,NaN
5816,PTE,1076682,"POLARITYTE, INC. ",2836,1231
5817,CLEV,1414382,Concrete Leveling Systems Inc ,3590,0731
5818,FALC,922521,FALCONSTOR SOFTWARE INC ,7372,1231
5819,OPNT,1385508,"OPIANT PHARMACEUTICALS, INC. ",1000,1231
5820,SPRT,1104855,"Support.com, Inc. ",7374,1231
5821,TTP,1526329,"TORTOISE PIPELINE & ENERGY FUND, INC. ",NaN,1130
5822,BKTI,2186,BK Technologies Corp ,3663,1231
5823,NPTX,1615999,"NEUROPATHIX, INC. ",2834,1231
5824,NEWA,1678022,"Newater Technology, Inc. ",4950,1231
5825,AAMC,1555074,Altisource Asset Management Corp ,6500,1231
5826,PHX,315131,PHX MINERALS INC. ,1311,0930
5827,SELF,1031235,"Global Self Storage, Inc. ",6798,1231
5828,ARKR,779544,ARK RESTAURANTS CORP ,5812,0928
5829,UWHR,898171,UWHARRIE CAPITAL CORP ,6022,1231
5830,GXSFF,1299865,Goldsource Mines Inc. ,NaN,1231
5831,CNBX,1343009,Cannabics Pharmaceuticals Inc. ,2834,0831
5832,HGSH,1158420,CHINA HGS REAL ESTATE INC. ,6500,0930
5833,CNSP,1729427,"CNS Pharmaceuticals, Inc. ",2834,1231
5834,IID,1395627,Voya International High Dividend Equity Income Fund ,NaN,0228
5835,CRCUF,868822,CANARC RESOURCE CORP ,1040,1231
5836,KTRA,1498382,"Kintara Therapeutics, Inc. ",2834,0630
5837,FORK,1637921,FULING GLOBAL INC. ,3089,1231
5838,CLRO,840715,CLEARONE INC ,3661,1231
5839,DTEA,1627606,DAVIDsTEA Inc. ,5400,0202
5840,NHLD,1023844,NATIONAL HOLDINGS CORP ,6200,0930
5841,CUII,1512927,"China United Insurance Service, Inc. ",6411,1231
5842,OCCI,1716951,"OFS Credit Company, Inc. ",NaN,1231
5843,PETV,1512922,"PetVivo Holdings, Inc. ",3841,0331
5844,IZEA,1495231,"IZEA Worldwide, Inc. ",7310,1231
5845,BUKS,15847,BUTLER NATIONAL CORP ,7990,0430
5846,PT,1716338,Pintec Technology Holdings Ltd ,7370,1231
5847,LEAT,1456189,Leatt Corp ,3751,1231
5848,ALRT,1087022,ALR TECHNOLOGIES INC. ,3669,1231
5849,JUPW,1760903,"Jupiter Wellness, Inc. ",2844,1231
5850,AACG,1420529,ATA Creativity Global ,8200,1231
5851,ATIF,1755058,ATIF Holdings Ltd ,8742,0731
5852,EDTK,1782309,Skillful Craftsman Education Technology Ltd ,8200,0331
5853,PULM,1574235,"Pulmatrix, Inc. ",2834,1231
5854,ANPC,1786511,"AnPac Bio-Medical Science Co., Ltd. ",8071,NaN
5855,GCTY,1630430,GAIN CITIES LTD ,2844,1130
5856,VINO,1559998,"Gaucho Group Holdings, Inc. ",6552,1231
5857,GOED,1810140,1847 Goedeker Inc. ,5700,1231
5858,BPT,850033,BP PRUDHOE BAY ROYALTY TRUST ,2911,1231
5859,PGCG,1462047,PRIME GLOBAL CAPITAL GROUP Inc ,6500,1031
5860,PNCKF,877019,Galleon Gold Corp. ,1400,1130
5861,VIRC,751365,VIRCO MFG CORPORATION ,2531,0131
5862,BRFH,1487197,BARFRESH FOOD GROUP INC. ,2030,1231
5863,CCA,1092896,MFS CALIFORNIA MUNICIPAL FUND ,NaN,1130
5864,ZGSI,1574186,"Zero Gravity Solutions, Inc. ",0700,1231
5865,PZG,1629210,Paramount Gold Nevada Corp. ,1000,0630
5866,TRMT,1708405,Tremont Mortgage Trust ,6798,1231
5867,CLEU,1775085,China Liberal Education Holdings Ltd ,8200,1231
5868,FPAY,1397047,"FlexShopper, Inc. ",7359,1231
5869,ANVS,1477845,"Annovis Bio, Inc. ",2834,1231
5870,IOTC,1095130,"IOTA COMMUNICATIONS, INC. ",7389,0531
5871,INUV,829323,"Inuvo, Inc. ",7310,1231
5872,SUMR,1314772,"Summer Infant, Inc. ",3990,0102
5873,WTT,878828,WIRELESS TELECOM GROUP INC ,3825,1231
5874,SONN,1106838,"Sonnet BioTherapeutics Holdings, Inc. ",2834,0930
5875,MKGI,1372183,"Monaker Group, Inc. ",4700,0228
5876,BTCY,1630113,BIOTRICITY INC. ,3841,0331
5877,ABIO,907654,"ARCA biopharma, Inc. ",2835,1231
5878,INDO,1757840,Indonesia Energy Corp Ltd ,1311,1231
5879,IEHC,50292,IEH Corp ,3678,0331
5880,SKKY,1546853,"Skkynet Cloud Systems, Inc. ",7372,1031
5881,AUTO,1023364,"AutoWeb, Inc. ",7370,1231
5882,QRHC,1442236,Quest Resource Holding Corp ,7359,1231
5883,NYV,1454981,Nuveen New York Municipal Value Fund 2 ,NaN,0930
5884,BHAT,1759136,Blue Hat Interactive Entertainment Technology ,3944,1231
5885,ACER,1069308,Acer Therapeutics Inc. ,2834,1231
5886,SEAC,1019671,SEACHANGE INTERNATIONAL INC ,3663,0131
5887,BMMJ,1715611,BODY & MIND INC. ,2834,0731
5888,MTEX,1056358,MANNATECH INC ,2833,1231
5889,LODE,1120970,Comstock Mining Inc. ,1040,1231
5890,CVU,889348,CPI AEROSTRUCTURES INC ,3728,1231
5891,VOLT,103872,"VOLT INFORMATION SCIENCES, INC. ",7363,1101
5892,PPBN,1031233,PINNACLE BANKSHARES CORP ,6021,1231
5893,UTSI,1030471,UTSTARCOM HOLDINGS CORP. ,3669,1231
5894,ATCX,1751143,"ATLAS TECHNICAL CONSULTANTS, INC. ",8742,1231
5895,TAYD,96536,TAYLOR DEVICES INC ,3569,0531
5896,ACOR,1008848,ACORDA THERAPEUTICS INC ,2836,1231
5897,LIFE,1339970,aTYR PHARMA INC ,2836,1231
5898,VOC,1505413,VOC Energy Trust ,1311,1231
5899,TTNP,910267,TITAN PHARMACEUTICALS INC ,2836,1231
5900,NTWK,1039280,NETSOL TECHNOLOGIES INC ,7372,0630
5901,IDWM,1463833,"IDW MEDIA HOLDINGS, INC. ",7310,0731
5902,CSPI,356037,CSP INC /MA/ ,7373,0930
5903,SQFT,1080657,"Presidio Property Trust, Inc. ",6798,1231
5904,AMPY,1533924,Amplify Energy Corp. ,1311,1231
5905,AXNVF,1682948,AXION VENTURES INC. ,NaN,1231
5906,NES,1403853,"Nuverra Environmental Solutions, Inc. ",1389,1231
5907,TECTP,1766526,"Tectonic Financial, Inc. ",6022,1231
5908,AESE,1708341,"Black Ridge Oil & Gas, Inc. ",1311,1231
5909,IVST,1735012,NovAccess Global Inc. ,3081,0930
5910,BVXV,1611747,BiondVax Pharmaceuticals Ltd. ,2836,1231
5911,SRMC,100625,SIERRA MONITOR CORP /CA/ ,3829,1231
5912,USAU,27093,U.S. GOLD CORP. ,1000,0430
5913,EMHTF,1768225,Emerald Health Therapeutics Inc. ,2834,1231
5914,TFECY,1630511,Thin Film Electronics ASA ,NaN,0215
5915,HGLD,1551206,Patagonia Gold Corp. ,1040,1231
5916,PRSI,79661,PORTSMOUTH SQUARE INC ,6552,0630
5917,PECK,1634447,"PECK Co HOLDINGS, INC. ",3674,1231
5918,APWC,1026980,ASIA PACIFIC WIRE & CABLE CORP LTD ,3357,1231
5919,AUVI,1811109,"Applied UV, Inc. ",3640,0219
5920,QUIK,882508,QUICKLOGIC Corp ,3674,0103
5921,RKDA,1469443,"Arcadia Biosciences, Inc. ",0100,1231
5922,TGA,736744,TRANSGLOBE ENERGY CORP ,1311,1231
5923,BLGO,880242,"BIOLARGO, INC. ",2800,1231
5924,GNRV,1418489,GRAND RIVER COMMERCE INC ,6022,1231
5925,PHUN,1665300,"Phunware, Inc. ",7374,1231
5926,PRT,1724009,PermRock Royalty Trust ,1311,1231
5927,PHCF,1729089,"Puhui Wealth Investment Management Co., Ltd. ",6282,0630
5928,ACHV,949858,"ACHIEVE LIFE SCIENCES, INC. ",2835,1231
5929,NM,1333172,Navios Maritime Holdings Inc. ,4412,1231
5930,CTHR,1015155,CHARLES & COLVARD LTD ,3910,0630
5931,ARTH,1537561,"Arch Therapeutics, Inc. ",3841,0930
5932,SUME,1396633,SUMMER ENERGY HOLDINGS INC ,4911,1231
5933,WVVI,838875,WILLAMETTE VALLEY VINEYARDS INC ,2080,1231
5934,HVBC,1594555,"HV Bancorp, Inc. ",6022,1231
5935,MOAEY,1449617,BANK OF NEW YORK / ADR DIVISION ,8880,NaN
5936,JCTCF,885307,JEWETT CAMERON TRADING CO LTD ,5211,0831
5937,MLND,1544227,"Millendo Therapeutics, Inc. ",2834,1231
5938,OGEN,1174940,ORAGENICS INC ,2834,1231
5939,MHE,901824,"BLACKROCK MUNIYIELD QUALITY FUND, INC. ",NaN,1031
5940,BHTG,1590383,"BIOHITECH GLOBAL, INC. ",8200,1231
5941,RAND,81955,RAND CAPITAL CORP ,NaN,1231
5942,VTSI,1085243,"VirTra, Inc ",3990,1231
5943,EWST,1543066,E-WASTE CORP. ,4953,0228
5944,CPSH,814676,CPS TECHNOLOGIES CORP/DE/ ,3260,1226
5945,BZM,1169029,"BLACKROCK MUNIYIELD QUALITY FUND, INC. ",NaN,1031
5946,ASTC,1001907,ASTROTECH Corp ,3826,0630
5947,SOHO,1301236,Sotherly Hotels Inc. ,6798,1231
5948,ISR,728387,"Isoray, Inc. ",3841,0630
5949,BRRZY,1513252,Total Brain Limited/ADR ,8880,NaN
5950,IMH,1000298,IMPAC MORTGAGE HOLDINGS INC ,6798,1231
5951,GRF,850027,"EAGLE CAPITAL GROWTH FUND, INC. ",NaN,1231
5952,AIRT,353184,AIR T INC ,4513,0331
5953,HFBK,1484737,Harford Bank ,NaN,1231
5954,CVV,766792,CVD EQUIPMENT CORP ,3559,1231
5955,BDL,12040,FLANIGANS ENTERPRISES INC ,5812,1003
5956,DXYN,29332,DIXIE GROUP INC ,2273,1226
5957,CNET,1376321,ZW Data Action Technologies Inc. ,7370,1231
5958,PBSV,1304161,"Pharma-Bio Serv, Inc. ",8742,1031
5959,PATI,1616741,"PATRIOT TRANSPORTATION HOLDING, INC. ",4210,0930
5960,PPSI,1449792,"PIONEER POWER SOLUTIONS, INC. ",3612,1231
5961,TBLT,1668370,"Toughbuilt Industries, Inc ",3420,1231
5962,VKIN,1102432,"VIKING ENERGY GROUP, INC. ",1311,1231
5963,SNBP,1029125,"Sun BioPharma, Inc. ",2834,1231
5964,DAIO,351998,DATA I/O CORP ,3825,1211
5965,BBI,819050,"Brickell Biotech, Inc. ",2836,1231
5966,MVO,1371782,MV Oil Trust ,1311,1231
5967,CNNB,1787005,STILWELL JOSEPH ,NaN,NaN
5968,SFRX,1106213,SEAFARER EXPLORATION CORP ,7900,1231
5969,MXROF,1116548,MAX RESOURCE CORP. ,1000,1231
5970,AHC,1413898,A. H. Belo Corp ,2711,1231
5971,UAMY,101538,UNITED STATES ANTIMONY CORP ,3330,1231
5972,LBAO,1586452,"LUBOA GROUP, INC. ",7389,1231
5973,MBCQ,1617291,MB Bancorp Inc ,6035,1231
5974,SIOCF,1524326,Crystal Lake Mining Corp ,NaN,0930
5975,GIGM,1105101,GIGAMEDIA Ltd ,7370,NaN
5976,NPWI,1713809,"Chengda Technology Co., Ltd. ",7374,1231
5977,CLRB,1279704,"Cellectar Biosciences, Inc. ",2834,1231
5978,SYPR,864240,SYPRIS SOLUTIONS INC ,3823,1231
5979,LEPX,1617351,"Mu Yan Technology Group Co., Ltd ",5122,0731
5980,TLRS,1288750,Timberline Resources Corp ,1040,0930
5981,CLCS,1569340,"Cell Source, Inc. ",2834,1231
5982,CHKAQ,895126,CHESAPEAKE ENERGY CORP ,1311,1231
5983,MPAD,65759,MICROPAC INDUSTRIES INC ,3674,0529
5984,WHLR,1527541,"Wheeler Real Estate Investment Trust, Inc. ",6798,1231
5985,CHMD,1211211,Median Group Inc ,7310,1231
5986,SILO,1514183,"Silo Pharma, Inc. ",2300,1231
5987,FGPR,922358,FERRELLGAS PARTNERS L P ,5900,0731
5988,GLBZ,890066,GLEN BURNIE BANCORP ,6022,1231
5989,TGEN,1537435,TECOGEN INC. ,3585,1231
5990,OSBK,1076691,OCONEE FINANCIAL CORP ,6022,1231
5991,MGAFF,1475655,Mega Uranium Ltd. ,NaN,0930
